bioguideid,congress,introducedDate,actionDate,actionText,billnumber,policyArea,title,billtype,url
D000064,107,2001-03-01,2002-10-02,Message on House action received in Senate and at desk: House amendments to Senate bill.,434,Public Lands and Natural Resources,"To provide equitable compensation to the Yankton Sioux Tribe of South Dakota and the Santee Sioux Tribe of Nebraska for the loss of value of certain lands, and for other purposes.",S,https://api.congress.gov/v3/bill/107/s/434?format=json
D000064,107,2001-01-22,2001-12-14,Sponsor introductory remarks on measure. (CR S13286),13,Agriculture and Food,A resolution expressing the sense of the Senate regarding the need for Congress to enact a new farm bill during the 1st session of the 107th Congress.,SRES,https://api.congress.gov/v3/bill/107/sres/13?format=json
D000064,106,2000-07-27,2000-07-27,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2980,Agriculture and Food,"A bill to amend the Food Security Act of 1985 to permit the enrollment of certain wetland, buffers, and filterstrips in conservation reserve.",S,https://api.congress.gov/v3/bill/106/s/2980?format=json
D000064,106,2000-06-28,2000-10-25,Referred to the House Committee on Agriculture.,2811,Housing and Community Development,A bill to amend the Consolidated Farm and Rural Development Act to make communities with high levels of out-migration or population loss eligible for community facilities grants.,S,https://api.congress.gov/v3/bill/106/s/2811?format=json
D000064,106,2000-05-04,2000-05-04,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S3515-3519),2503,Environmental Protection,Renewable Fuels Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2503?format=json
D000064,106,2000-03-28,2000-03-28,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S1824-1825),2309,Water Resources Development,Corps of Engineers Civil Works Independent Investigation and Review Act,S,https://api.congress.gov/v3/bill/106/s/2309?format=json
D000064,106,2000-03-23,2000-03-23,Read twice and referred to the Committee on Environment and Public Works.,2291,Water Resources Development,Missouri River Restoration Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2291?format=json
D000064,106,1999-11-19,2000-04-06,"Committee on Agriculture, Nutrition, and Forestry. Hearings held.",1988,Agriculture and Food,New Markets for State-Inspected Meat Act of 1999,S,https://api.congress.gov/v3/bill/106/s/1988?format=json
D000064,106,1999-09-16,2000-02-02,Referred to Department of Agriculture for comments.,1599,Public Lands and Natural Resources,A bill to authorize the Secretary of Agriculture to sell or exchange all or part of certain administrative sites and other land in the Black Hills National Forest and to use funds derived from the sale or exchange to acquire replacement sites and to acquire or construct administrative improvements in connection with Black Hills National Forest.,S,https://api.congress.gov/v3/bill/106/s/1599?format=json
D000064,106,1999-05-27,1999-10-20,Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 106-406.,1178,Water Resources Development,Blunt Reservoir and Pierre Canal Land Conveyance Act of 1999,S,https://api.congress.gov/v3/bill/106/s/1178?format=json
D000064,106,1999-03-19,1999-03-19,Read twice and referred to the Committee on Agriculture.,675,Agriculture and Food,Agriculture Market Transparency Act of 1999,S,https://api.congress.gov/v3/bill/106/s/675?format=json
D000064,106,1999-01-19,1999-01-19,Read twice and referred to the Committee on Agriculture.,30,Agriculture and Food,Agricultural Market Failure Protection Act of 1999,S,https://api.congress.gov/v3/bill/106/s/30?format=json
M001169,117,2022-05-02,2022-09-21,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,4122,Public Lands and Natural Resources,Housatonic Wild and Scenic River Act of 2022,S,https://api.congress.gov/v3/bill/117/s/4122?format=json
M001169,117,2022-07-28,2022-07-28,Read twice and referred to the Committee on Appropriations.,4678,Emergency Management,"Department of Homeland Security Appropriations Act, 2023",S,https://api.congress.gov/v3/bill/117/s/4678?format=json
M001169,118,2023-07-27,2023-07-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 188.,2625,Emergency Management,"Department of Homeland Security Appropriations Act, 2024",S,https://api.congress.gov/v3/bill/118/s/2625?format=json
M001169,118,2023-06-07,2023-06-07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1846,Agriculture and Food,MAPLE SYRUP Act,S,https://api.congress.gov/v3/bill/118/s/1846?format=json
M001169,118,2023-03-14,2023-03-14,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",795,Agriculture and Food,Agricultural Management Assistance Act of 2023,S,https://api.congress.gov/v3/bill/118/s/795?format=json
M001169,117,2021-08-05,2021-08-05,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",2633,Public Lands and Natural Resources,"A bill to require the Administrator of the National Oceanic and Atmospheric Administration to award grants to certain entities for purposes of carrying out climate-resilient living shoreline projects that protect coastal communities, and for other purposes.",S,https://api.congress.gov/v3/bill/117/s/2633?format=json
M001169,117,2021-03-16,2022-03-02,Placed on Senate Legislative Calendar under General Orders. Calendar No. 296.,753,Public Lands and Natural Resources,Highlands Conservation Reauthorization Act of 2021,S,https://api.congress.gov/v3/bill/117/s/753?format=json
M001169,114,2015-06-01,2015-06-01,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1472,"Science, Technology, Communications",Broadband Adoption Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1472?format=json
M001169,116,2020-02-11,2020-03-04,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 116-367.,3265,Public Lands and Natural Resources,Weir Farm National Historical Park Redesignation Act,S,https://api.congress.gov/v3/bill/116/s/3265?format=json
M001169,117,2021-10-25,2021-10-25,Read twice and referred to the Committee on Appropriations.,3058,Emergency Management,"Department of Homeland Security Appropriations Act, 2022",S,https://api.congress.gov/v3/bill/117/s/3058?format=json
M001169,116,2020-05-12,2020-05-12,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",3697,Agriculture and Food,SNAP COVID–19 Anti-Hunger Restaurant Relief for You Act of 2020,S,https://api.congress.gov/v3/bill/116/s/3697?format=json
M001169,117,2021-03-09,2021-10-06,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,635,Public Lands and Natural Resources,The Last Green Valley National Heritage Corridor and the Upper Housatonic Valley National Heritage Area Reauthorization Act,S,https://api.congress.gov/v3/bill/117/s/635?format=json
M001169,117,2021-04-19,2021-04-19,Read twice and referred to the Committee on Finance.,1208,Energy,"A bill to amend title 31, United States Code, to provide for the issuance of Green Bonds and to establish the United States Green Bank, and for other purposes.",S,https://api.congress.gov/v3/bill/117/s/1208?format=json
M001169,117,2021-03-25,2021-03-25,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",1003,Housing and Community Development,Aid to Homeowners with Crumbling Foundations Act of 2021,S,https://api.congress.gov/v3/bill/117/s/1003?format=json
M001169,116,2019-02-06,2019-02-06,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",356,Housing and Community Development,Aid to Homeowners with Crumbling Foundations Act of 2019,S,https://api.congress.gov/v3/bill/116/s/356?format=json
M001169,116,2019-07-30,2019-07-30,Read twice and referred to the Committee on Environment and Public Works.,2325,Environmental Protection,Super Pollutants Act,S,https://api.congress.gov/v3/bill/116/s/2325?format=json
M001169,116,2020-02-25,2020-02-25,Read twice and referred to the Committee on Energy and Natural Resources.,3336,Public Lands and Natural Resources,Last Green Valley National Heritage Corridor and the Upper Housatonic Valley National Heritage Area Reauthorization Act,S,https://api.congress.gov/v3/bill/116/s/3336?format=json
M001169,116,2019-05-16,2019-05-16,Read twice and referred to the Committee on Finance.,1528,Energy,"A bill to amend title 31, United States Code, to provide for the issuance of Green Bonds and to establish the United States Green Bank, and for other purposes.",S,https://api.congress.gov/v3/bill/116/s/1528?format=json
M001169,115,2018-04-25,2018-04-25,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",2744,Housing and Community Development,Aid to Homeowners with Crumbling Foundations Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2744?format=json
M001169,113,2014-09-18,2014-12-02,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 113-796.,2911,Environmental Protection,Super Pollutants Act of 2014,S,https://api.congress.gov/v3/bill/113/s/2911?format=json
M001169,113,2014-04-30,2014-04-30,Read twice and referred to the Committee on Finance.,2271,Energy,A bill to establish the Green Bank to assist in the financing of qualified clean energy projects and qualified energy efficiency projects.,S,https://api.congress.gov/v3/bill/113/s/2271?format=json
M001169,113,2013-06-27,2013-07-31,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 113-93.,1253,Public Lands and Natural Resources,Lower Farmington River and Salmon Brook Wild and Scenic River Act,S,https://api.congress.gov/v3/bill/113/s/1253?format=json
M001169,113,2014-07-31,2014-07-31,Read twice and referred to the Committee on Energy and Natural Resources.,41,Public Lands and Natural Resources,"A joint resolution approving the location of a memorial to commemorate the more than 5,000 slaves and free Black persons who fought for independence in the American Revolution.",SJRES,https://api.congress.gov/v3/bill/113/sjres/41?format=json
M001169,113,2014-09-17,2014-09-17,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S5720; text as passed Senate: CR S5703)",553,"Science, Technology, Communications",A resolution recognizing the 250th anniversary of the Hartford Courant newspaper.,SRES,https://api.congress.gov/v3/bill/113/sres/553?format=json
M001169,112,2012-09-13,2012-09-14,Referred to the Subcommittee on Energy and Power.,6403,Energy,MADE Act of 2012,HR,https://api.congress.gov/v3/bill/112/hr/6403?format=json
M001169,112,2012-05-08,2012-06-27,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,5625,Energy,Collinsville Renewable Energy Promotion Act,HR,https://api.congress.gov/v3/bill/112/hr/5625?format=json
M001169,112,2012-05-08,2012-05-15,"Referred to the Subcommittee on National Parks, Forests and Public Lands.",5626,Public Lands and Natural Resources,Clean and Beautiful Communities Act of 2012,HR,https://api.congress.gov/v3/bill/112/hr/5626?format=json
M001169,112,2012-04-16,2012-04-19,"Referred to the Subcommittee on National Parks, Forests and Public Lands.",4360,Public Lands and Natural Resources,Lower Farmington River and Salmon Brook Wild and Scenic River Act,HR,https://api.congress.gov/v3/bill/112/hr/4360?format=json
M001169,112,2012-01-23,2012-03-29,Referred to the Subcommittee on Higher Education and Workforce Training.,3807,Energy,Guaranteed Energy Assistance Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/3807?format=json
M001169,112,2011-10-04,2011-10-05,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",3089,Emergency Management,RELIEF Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/3089?format=json
M001169,112,2011-04-04,2011-04-04,Referred to the House Committee on Energy and Commerce.,1353,Energy,Collinsville Renewable Energy Promotion Act,HR,https://api.congress.gov/v3/bill/112/hr/1353?format=json
M001169,114,2015-09-24,2015-09-24,Read twice and referred to the Committee on Environment and Public Works.,2076,Environmental Protection,Super Pollutants Act of 2015,S,https://api.congress.gov/v3/bill/114/s/2076?format=json
M001169,115,2017-09-14,2017-09-14,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1805,Agriculture and Food,Century Farms Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1805?format=json
M001169,115,2018-05-10,2018-05-10,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",2813,Agriculture and Food,Local Cheese Promotion and Dairy Support Act of 2018,S,https://api.congress.gov/v3/bill/115/s/2813?format=json
